7D - 7 de dezembro
ABV - Alto da Boa vista
ABV* - Vai até por Dol sol e Núcleo Central
^ - Vai na Esc.Adelmo Simas Genro
$ - Alto da Boa Vista entra pegando na lavras do sul
* - Larga no bairro, no mercado bordin
& - Após fazer a volta da fim de linha na area verde
# - Vai na rodoviária
% - Passa na escola Augusto Rushi
+ - Sai 10 minutos antes do horário pegando no mercado bordin
