= - entra churr Camobi, Ferrari, volta churr, após itinerário normal
@ - vai na UFSM
# - Liquigás
1 - somente de sábado para domingo
2 - somente na sexta para sábado
At - Via atacadão
Big - Via BIG e Monet Plaza Shopping
Ca - Camobi
Caff - Camobi via F.Ferrari
Cg - Carlos gomes
Cgff - Carlos Gomes via Ferrari
ff - Fernando ferrari
ff 2 - F ferrari na volta,mas sai com placa do centro
MB - Residencial Monte Bello
