07:30;DA CAROLINA : PASSA 07:50 NOS BLOCOS ; VAI NOS PAINS - CAROLINA
10:50;DA CAROLINA : PASSA 11:10 NOS BLOCOS ; VAI NOS PAINS - CAROLINA
13:10;SAI DIRETO DO NOVO HORIZONTE
15:20;DA CAROLINA : PASSA 15:40 NOS BLOCOS ; VAI NOS PAINS - CAROLINA
18:25;DA CAROLINA : PASSA 18:45 NOS BLOCOS ; VAI NOS PAINS - CAROLINA
19:20;DA CAROLINA : PASSA 19:50 NOS BLOCOS; O FIM DE LINHA NOS PAINS
22:00;DA CAROLINA : PASSA 22:20 NOS BLOCOS; VAI NOS PAINS - CAROLINA
