05:55;MAZ
06:10;ARJI
06:30;MAZ
06:45;ARJB
07:00;MAZ
07:10;ARJIZ
07:25;TRJIZ
07:35;ARJIZ
08:00;ARJB
08:20;ARJIZ
08:40;TRJBZ
09:00;MA
09:20;ARJB
09:45;ARJB
10:05;MA
10:35;ARJB
11:00;ARJB
11:25;ARJB
11:40;ARJB
12:20;ARJIZ
12:30;MA
12:40;JB
12:55;ARJI
13:15;ARJIZ
13:20;ARJBZ
13:35;MA
14:05;ARJB
14:25;ARJB
14:30;ARJBZ
14:55;JB
15:30;ARJB
15:50;JBZ
16:15;ARJB
16:40;JB
17:05;MAZ
17:25;ARJI
17:45;MA
18:10;ARJB
18:30;ARJIZ
19:00;ARJB
19:05;MAZ
19:40;JB
20:05;ARJB
20:30;MA
21:00;JB
21:30;ARJB
22:00;ARJB
22:30;ARJB
23:30;ARJIZ
