145C;Bela União - Curva do L - Kennedy - Acampamento
145D;Bela União - Curva do L - Salgado Filho - Acampamento
145F;Bela União - Curva do L - Salgado Filho - Rodoviária
145G;Bela União - Curva do L - Salgado Filho - Centro
145J;Bela União - curva do L - Boa Vista - Norte - Salgado Filho - Acampamento
145K;Bela União - curva do L - Boa Vista - Norte - Kennedy - Acampamento
145B;Bela União - curva do L - Boa Vista - Norte - Salgado Filho - Rodoviária.
