1 - sai 06:20 do Boi Morto e 06:25 da T neves
da Rod - Sai da Rodoviária
Do Sem/PB - Sai do Sem Sao JOse/rod e desce na Prof Braga
do Sem VP - Sai do Sem Sao Jose e desce via Pres Vargas
Sem/PB - Passa no Sem Sao Jose/rod e desce na Prof Braga
Sem/VP - Passa no Sem Sao Jose/rod e desce via Pres Vargas
VP - Não vai na Professor Braga desce av P Vargas
