143G;Caturrita - Bela União - curva do L - Salgado Filho - Andradas.
143E;Caturrita - Bela União - curva do L - Kennedy - Acampamento
143A;Caturrita - Bela União - curva do L - Boa Vista - Norte - Kennedy - Acampamento.
143G;Caturrita - Bela União - curva do L - Salgado Filho - Acampamento
143B;Caturrita - Bela União - curva do L - Boa Vista - Vitória - Norte - Kennedy - Acampamento
143H;Caturrita- Bela União - curva do L - Salgado Filho - Rodoviária.
