$ - Entra pegando no trevo da Sta Marta
# - Vai até Tancredo Neves
1 - da fim de linh no bairro
2 - Vem direto pela faixa, não passa na Santa Marta
3 - Parque tecnológico
DI - Santa Marta até Distrito Industrial
PA - Passa no PA do Patronato
