* - Adelmo Genro Filho
# - Seminário
+ - Só entra na Lorenzi vindo do centro
2 - Passa no Res Ceu Azul
Cap - É capivara e passa na Lorenzi
D - Via Clube Dores
Mn - Vai ao Minuano
PDAR - Parque Dom Antonio Reis
Pt - Passo das tropas
Rc - Escola Reinaldo Cozer
Ur S - Via Urlandia e Santos
Vl - Vila Lorenzi
Vl 1 - Na Lr vai ate caic
Vl VT - Vila Lorenzi e Thomazzetti
Vt - Vila Thomaz
