* - Vai ate a Ulbra sai de la 17:45 P.P.Machado
** - Sai da coca Via Rodoviária sai da coca-cola
& - 14:05 sai da igreja dos mormons e 14:10 da Ulbra Rodoviaria.
1 - entra ao contário na santa marta e da final de linha nos bombeiros
