@ - da Cap/Frigorifico Silva/Fx/entra no cachoeira
* - Arenal
** - Cap invertido(Sai da estrada da capivara apos a ponte BR392
# - Via Seminario Sao Jose
1 - da fim de linha no bairro
2 - entra na lombada eletronca, vai no pau a pique e fa capivara normal
JT - SAi BR 392 Rua Jose Tavares
Min - Via minuano
PDAR - Parque Dom Antonio Reis
SAi PM - Sai Porteira do Miguel
Sem - Vai no Seminário
Via PM - Via Porteira do MIguel
Vl - Vila Lorenzi
