00:15	-	236
05:30	-	236
05:45	-	236
06:00	-	236
06:10	-	236
06:25	-	236
06:40	-	236
06:52	-	236
07:05	-	236
07:15	-	236
07:25	-	236
07:35	-	236
07:45	-	236
07:55	-	236
08:05	-	236
08:15	-	236
08:25	-	236
08:35	-	236
08:45	-	236
08:55	-	236
09:05	-	236
09:15	-	236
09:25	-	236
09:40	-	236
09:55	-	236
10:10	-	236
10:25	-	236
10:40	-	236
10:55	-	236
11:05	-	236
11:25	-	236
11:40	-	236
11:55	-	236
12:05	-	236
12:15	-	236
12:25	-	236
12:35	-	236
12:45	-	236
12:55	-	236
13:10	-	236
13:25	-	236
13:40	-	236
13:55	-	236
14:10	-	236
14:25	-	236
14:38	-	236
14:55	-	236
15:10	-	236
15:25	-	236
15:40	-	236
15:55	-	236
16:10	-	236
16:25	-	236
16:40	-	236
16:55	-	236
17:10	-	236
17:25	-	236
17:40	-	236
17:55	-	236
18:10	-	236
18:25	-	236
18:40	-	236
18:55	-	236
19:05	-	236
19:25	-	236
19:45	-	236
20:05	-	236
20:45	-	236
21:15	-	236
21:45	-	236
22:15	-	236
22:45	-	236
23:15	-	236
23:45	-	236
