!! - Nas segundas e após feriados sai as 01:05
? - Não tem nas segundas e após feriados
@ - Nas segundas e após feriados sai as 00:30
$ - Passa pela sta Marta
& - Bolson, Av Med,G. Neto,PMachado e P.B
# - Sai Largo Viação Férrea
$1 - Entra ponto de taxi Br287,coca cola,Santa marta,it normal
Ate Man - até Colégio Maneco
AV - Avenida rio Branco em frente Bradesco
CC - Centro Comercial TN
dir - vai direto para a T Neves
Do man - Sai do Maneco
Med/Man - Sobe pela av medianeira ate terminal Maneco
Pa - Passa no PA do Patronato
Pat. - sai do Patronato ate T neves
PB - saida prof braga e apos 05:05 da Av
Via Med - Sai da PB av Med Visc Pelotas e AV P V
V Mach - até Vale Machado
