07:30 Mn Rod US
11:07 Mn Rod US
11:57 Pt Rod US
13:10 Pt Rod US
15:45 Mn Rod US
16:54 Mn Rod US
17:30 Mn Rod US
18:30 Mn Rod US
19:00 Pt MN Rod US
